gene  status        value_1        value_2        p_value        q_value	significant
-  OK        0.386405        7.269        0.2249        0.260978	no
-  OK        0.537662        4.79849        0.11315        0.164967	no
-  NOTEST        0.301821        3.34758        1        1	no
-  OK        1.50407        5.07879        0.1766        0.233264	no
-  OK        4.32468        9.91057        0.2314        0.262445	no
-  OK        0.568733        4.93828        0.22535        0.260978	no
-  OK        1.88597        4.54882        0.2026        0.260978	no
-  OK        0.795626        4.22179        0.04375        0.0711725	no
-  NOTEST        0        4.99224        1        1	no
-  OK        3.38387        19.588        0.2299        0.260978	no
-  OK        4.84938        11.6944        0.1417        0.192853	no
-  OK        1.5467        4.22856        0.1137        0.165127	no
-  OK        1.36324        6.90572        0.12045        0.16982	no
-  OK        3.00887        9.43613        0.19145        0.251028	no
-  OK        2.39996        4.24492        0.24195        0.271716	no
-  OK        3.16513        4.58045        0.423        0.44706	no
-  NOTEST        3.91989        3.24154        1        1	no
-  OK        6.46584        8.57927        0.7442        0.759639	no
-  OK        1.46971        4.49012        0.03035        0.0512362	no
-  OK        2.1373        8.25058        0.14755        0.198642	no
-  OK        0.378377        4.74562        0.11235        0.164967	no
-  OK        3.93706        4.66163        0.49485        0.517736	no
-  NOTEST        4.1739        4.83224        1        1	no
-  OK        3.45017        5.61757        0.2474        0.275233	no
-  OK        1.66632        3.12571        0.1079        0.162057	no
-  OK        5.28608        10.1997        0.14495        0.196781	no
-  NOTEST        1.29995        3.44972        1        1	no
-  NOTEST        2.41579        3.88447        1        1	no
-  NOTEST        0        3.82877        1        1	no
-  NOTEST        0        4.2577        1        1	no
-  OK        3.6949        6.53387        0.40185        0.426098	no
-  OK        4.48871        2.1648        0.1989        0.260022	no
-  OK        6.84201        2.80583        0.04945        0.0795757	no
-  OK        7.02783        6.78025        0.91215        0.917375	no
-  NOTEST        4.73908        5.71516        1        1	no
-  OK        4.64947        6.72771        0.41235        0.436319	no
-  OK        3.87658        3.64412        0.7542        0.768821	no
-  NOTEST        2.17404        2.39709        1        1	no
-  OK        6.38587        1.36909        0.0673        0.105159	no
-  OK        8.23833        1.80549        0.1737        0.230876	no
-  OK        2.56416        6.8015        0.27995        0.303676	no
-  OK        5.61427        1.58037        0.09435        0.143142	no
-  NOTEST        0        4.26089        1        1	no
-  OK        7.92177        9.55338        0.7939        0.805887	no
-  OK        11.4828        1.70436        0.1178        0.167884	no
-  OK        2.29646        12.7395        0.042        0.0685514	no
-  OK        0.500684        9.4194        0.11235        0.164967	no
-  OK        0.230963        7.57611        0.2249        0.260978	no
-  OK        0.0759603        5.97277        0.2249        0.260978	no
-  OK        0.175845        5.51343        0.2249        0.260978	no
-  OK        0.211627        5.10429        0.2249        0.260978	no
-  OK        0.0669614        5.36201        0.2249        0.260978	no
-  OK        0.184024        4.8826        0.2249        0.260978	no
-  OK        0.53371        4.11927        0.2262        0.260978	no
-  NOTEST        0        2.60126        1        1	no
-  OK        0.697291        4.70909        0.22825        0.260978	no
-  NOTEST        1.0643        3.08042        1        1	no
-  OK        0.932903        6.30027        0.22825        0.260978	no
-  NOTEST        1.94509        4.69141        1        1	no
-  NOTEST        0        2.97074        1        1	no
-  NOTEST        0        2.23204        1        1	no
-  NOTEST        0        3.76782        1        1	no
-  NOTEST        0        3.27529        1        1	no
-  NOTEST        0        6.31331        1        1	no
-  NOTEST        0        4.641        1        1	no
-  OK        1.10469        4.66245        0.0603        0.0950104	no
-  OK        1.74995        5.62766        0.0685        0.10674	no
-  OK        3.9829        19.213        0.25385        0.27913	no
-  OK        3.5593        5.83737        0.08505        0.130407	no
-  OK        3.83605        4.72894        0.44675        0.471331	no
-  OK        5.67558        4.74556        0.6133        0.63407	no
-  OK        4.11082        4.50727        0.81925        0.830232	no
-  OK        2.75747        9.31115        0.09685        0.146691	no
-  OK        2.17527        5.07127        0.0801        0.123375	no
-  OK        1.60775        4.49862        0.0825        0.126869	no
-  OK        0.376027        5.62264        0.2249        0.260978	no
-  OK        3.61585        20.9308        0.2299        0.260978	no
-  OK        0.270027        3.77779        0.2249        0.260978	no
-  NOTEST        0.515567        3.73115        1        1	no
-  OK        0.371423        3.94172        0.2249        0.260978	no
-  NOTEST        0        5.53881        1        1	no
-  OK        1.96179        9.4634        0.25385        0.27913	no
-  OK        0.95037        4.8131        0.12045        0.16982	no
-  NOTEST        0        3.83361        1        1	no
-  NOTEST        0        3.41079        1        1	no
-  NOTEST        0        3.7245        1        1	no
-  NOTEST        0        2.64433        1        1	no
-  NOTEST        0        4.3403        1        1	no
-  NOTEST        0        5.08081        1        1	no
-  NOTEST        0        4.36649        1        1	no
-  NOTEST        0.652307        4.09141        1        1	no
-  OK        1.90757        9.20185        0.25385        0.27913	no
-  NOTEST        0        5.43786        1        1	no
-  NOTEST        0        3.62965        1        1	no
-  NOTEST        0        3.95343        1        1	no
-  OK        0.276174        4.52956        0.2249        0.260978	no
-  OK        0.999026        10.119        0.2249        0.260978	no
-  OK        1.17728        8.51717        0.22625        0.260978	no
-  NOTEST        0        3.18478        1        1	no
-  NOTEST        0        2.99403        1        1	no
-  NOTEST        0        4.89955        1        1	no
-  NOTEST        0        4.16637        1        1	no
-  OK        2.34894        11.331        0.25385        0.27913	no
-  NOTEST        0        1.94232        1        1	no
-  NOTEST        0        3.84088        1        1	no
-  NOTEST        0        3.58337        1        1	no
-  NOTEST        0        5.07852        1        1	no
-  NOTEST        0        3.25154        1        1	no
-  NOTEST        0        3.62026        1        1	no
-  NOTEST        0        2.89424        1        1	no
-  NOTEST        0.264918        3.1945        1        1	no
-  NOTEST        0        2.72226        1        1	no
-  OK        0.302825        5.69671        0.2249        0.260978	no
-  OK        0.713697        5.85357        0.2258        0.260978	no
-  OK        0.19612        4.73028        0.2249        0.260978	no
-  OK        0.189189        4.74562        0.2249        0.260978	no
-  OK        0.605651        5.25883        0.11315        0.164967	no
-  OK        1.91072        6.68292        0.0971        0.146985	no
-  OK        3.26026        4.3483        0.26325        0.288691	no
-  OK        0.295932        4.2826        0.2249        0.260978	no
-  OK        1.30877        7.57597        0.2299        0.260978	no
-  OK        0.318178        3.68363        0.2249        0.260978	no
-  OK        1.03854        6.51143        0.22985        0.260978	no
-  NOTEST        0        2.03949        1        1	no
-  NOTEST        0        2.30426        1        1	no
-  NOTEST        0        2.27144        1        1	no
-  OK        0.223861        3.56385        0.2249        0.260978	no
-  NOTEST        0        2.81943        1        1	no
-  NOTEST        0        5.60532        1        1	no
-  OK        2.63578        7.62879        0.2073        0.260978	no
-  NOTEST        0        2.27818        1        1	no
-  OK        0.152557        3.09083        0.2249        0.260978	no
-  NOTEST        0        2.77244        1        1	no
-  NOTEST        0        2.4533        1        1	no
-  OK        3.83424        2.58972        0.26985        0.295616	no
-  OK        4.26968        5.14908        0.69545        0.713599	no
-  OK        4.7865        6.00439        0.7004        0.717438	no
-  NOTEST        2.66075        4.10722        1        1	no
-  OK        3.7447        5.42006        0.4917        0.514492	no
-  OK        2.56936        4.95769        0.1587        0.212575	no
-  NOTEST        1.74577        3.79065        1        1	no
